www.microsoft.com;microsoft.com
www.office.com;microsoft.com
live.com;microsoft.com
onedrive.live.com;microsoft.com
outlook.live.com;microsoft.com
login.microsoftonline.com;microsoft.com
microsoftonline.com;microsoft.com
